"","DISTRICT","UPAZILLA","UNION","MOUZA","RL","LATITUDE","LONGITUDE","GWL04","GWL05","GWL06","GWL07","GWL08","GWL09","GWL10","GWL11","GWL12","GWL13","GWL14","GWL15","GWL16","GWL17","GWL18","Type","Median","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","lithology","Plan_curvature","Profile_curvature","Slope","SPI","STI","TWI","TRI","SoilSy","FID"
"1478","Comilla","Choudyagram","Choudyagram",NA,NA,23.223,91.3,NA,NA,7.62,6.7056,9.7536,9.144,NA,10.0584,NA,NA,NA,NA,NA,8.5344,NA,"DPHE",8.8392,-1,0,0.0429435,9,4080,16,0,0,0,5.18778216907607,0.946541035619104,13.8411783047129,6.32456,0.0376466,1552
"1479","Madaripur","Madaripur sadar","Kendua",NA,NA,23.223,90.161,NA,5.1816,5.7912,NA,4.572,4.572,NA,4.572,4.849368,4.8768,4.8768,NA,NA,4.8768,NA,"DPHE",4.8768,39.2894,0.216315,0.0937635,9,2244.39,9,0.189276,-0.0270394,3.34382,4.68510155906804,8.3258274963426,6.25896062349299,9.21954,0.0280893,1553
"1480","Shariatpur","Shariatpur sadar","Anggaria",NA,NA,23.223,90.282,NA,NA,3.3528,3.6576,3.6576,3.9624,4.2672,NA,4.2672,4.2672,4.2672,NA,NA,3.3528,NA,"DPHE",3.9624,-1,0,0.104621,7,1157.63,9,0,0,0,4.18925333896494,0.519931476411657,12.8426494746017,3.87298,0.0290632,1554
"1481","Jessore","Chaugachha","Singhajhuli","Hudafatehpur",8.6181,23.22305,89.04689,6.35,NA,NA,NA,NA,NA,5.399,5.78,5.43,5.71,NA,NA,NA,5.60265,NA,"BADC",5.656325,315,0.216315,0.0385821,14,3206.77,9,0.162236,-0.0540788,1.33216,3.11355988792055,1.75681904838566,6.44321096918382,12.9615,0.0302103,1555
"1482","Jessore","Jessore sadar","Basundia",NA,NA,23.224,89.14,NA,NA,NA,NA,8.2296,9.7536,9.4488,NA,7.3152,NA,NA,NA,NA,8.8392,NA,"DPHE",8.8392,68.9625,0.108158,0.0638127,12,7487.81,5,0.11452,0.00636221,3.27709,3.97234115701487,5.35519523859011,5.58538037140245,13.7477,0.0301527,1556
"1483","Narail","Lohagora","Mollikpur",NA,NA,23.224,89.607,NA,NA,NA,NA,NA,NA,6.7056,NA,5.6388,NA,7.0104,NA,NA,5.7912,NA,"DPHE",6.2484,0,0,0.0908621,10,4064.2,9,0,0,1.88363,4.53810823325142,5.18627634372331,7.21607855245701,10.9545,0.0298452,1557
"1484","Comilla","Laksam","Laksam (E)",NA,NA,23.225,91.171,NA,NA,NA,8.8392,8.5344,8.8392,NA,NA,4.773168,5.1816,5.4864,NA,NA,15.8496,NA,"DPHE",8.5344,270,-0.216315,0.0610841,9,8160.5,14,0,0.216315,1.88363,11.6189761299422,363.048600217078,14.2969464491478,9.38083,0.0312872,1558
"1485","Chandpur","Shahrasti","Raisree(N)",NA,NA,23.225,90.987,NA,6.4008,NA,NA,8.2296,10.3632,NA,NA,4.498848,6.096,4.572,NA,NA,6.096,NA,"DPHE",6.096,254.745,-0.216315,0.0815466,10,2294.56,14,-0.0919339,0.124381,2.68358,4.47184003895142,6.31506067069692,6.47180407486187,10.7238,0.0308394,1559
"1486","Chandpur","Chandpur","Bagadi",NA,NA,23.225,90.681,NA,NA,NA,4.8768,4.572,4.8768,NA,NA,3.3528,NA,3.9624,NA,NA,NA,NA,"DPHE",4.572,-1,0,0.0736038,1,0,6,0,0,0,12.6136365557907,81.4974456366555,21.2670326914275,15.9687,0.042187,1560
"1487","Shariatpur","Naria","Senerchar",NA,NA,23.226,90.433,NA,NA,3.9624,3.9624,4.2672,4.2672,3.9624,NA,4.4958,4.572,5.4864,NA,NA,NA,NA,"DPHE",4.2672,135,0,0.076709,10,6119.19,14,0,0,0.333097,9.95396669665471,46.0994628796813,15.6757617306239,9.79796,0.0327948,1561
"1488","Jessore","Bagher Para","Dohakula","Chechuakhola",4.7715,23.22601,89.36881,6.12,NA,NA,NA,NA,NA,6.1,6.6,6.9,7.31,NA,NA,NA,6.83587,NA,"BADC",6.717935,90,-0.108158,0.121915,8,510,5,0,0.108158,0.471065,2.88709585264307,0.805928806052881,8.0557941843126,11.4891,0.0295263,1562
"1489","Jessore","Bagher Para","Dohakula","Chechuakhola",4.7715,23.22601,89.36881,6.21,NA,NA,NA,NA,NA,6.1,6.6,6.9,7.31,NA,NA,NA,6.78978,NA,"BADC",6.69489,90,-0.108158,0.121915,8,510,5,0,0.108158,0.471065,2.88709585264307,0.805928806052881,8.0557941843126,11.4891,0.0295263,1563
"1490","Narail","Narail sadar","Bhadravila",NA,NA,23.228,89.545,NA,6.4008,NA,NA,6.096,6.096,NA,NA,NA,NA,NA,NA,NA,5.4864,NA,"DPHE",6.096,305.538,0,0.120429,9,6546.4,9,0.0270394,0.0270394,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,12.6886,0.0297832,1564
"1491","Chandpur","Hajiganj","Paschim Barkul","Ramchandrapur",4.14,23.22902,90.83315,9,NA,NA,NA,NA,NA,3.85,3.21,2.91,3.22,NA,NA,NA,5.2108,NA,"BADC",3.535,-1,0,0.0877791,8,1259.29,16,0,0,0,4.2582462104519,0.541906105665542,12.9116423460887,8.94427,0.0345393,1565
"1492","Jessore","Chowgacha","Sawrupdah",NA,NA,23.23,89.082,NA,NA,NA,NA,6.4008,6.096,5.7912,NA,6.858,NA,NA,NA,NA,8.2296,NA,"DPHE",6.4008,108.435,-0.108158,0.0639766,10,4928.5,5,0,0.108158,0.744795,7.52005291679253,17.082915049613,11.9055299810633,4.58258,0.0302217,1568
"1493","Comilla","Chauddagram","Munshirhat","Lanishwar",8.536,23.23019,91.27506,8.56,NA,NA,NA,NA,NA,8.45,7.75,7.64,7.6,NA,NA,NA,7.59243,NA,"BADC",7.695,225,0.216315,0.0461822,13,1594.52,16,0.135197,-0.0811181,0.999202,2.84887495497182,1.24555512317368,6.70781030133492,10.7238,0.0344491,1569
"1494","Chandpur","Shahrasti","Tamta",NA,NA,23.231,90.894,NA,NA,NA,NA,8.2296,10.9728,NA,NA,5.498592,6.096,6.096,NA,NA,6.4008,NA,"DPHE",6.2484,-1,0,0.0954118,8,510,16,0,0,0,3.44731599423557,0.333130604876299,12.1007121298723,4.12311,0.0326307,1570
"1495","Madaripur","Rajoir","Kadambari",NA,NA,23.231,90.059,NA,NA,5.4864,NA,5.7912,5.4864,NA,NA,6.0198,NA,6.096,NA,NA,5.7912,NA,"DPHE",5.7912,101.31,-0.216315,0.0766519,6,2754.94,9,-0.135197,0.0811181,1.20084,5.21457442891465,5.79408511705842,8.7366091310144,8,0.0269056,1571
"1496","Gopalganj","Kashiani","Rajpath",NA,NA,23.231,89.743,NA,5.4864,5.7912,NA,5.1816,5.4864,5.4864,5.4864,5.663184,5.7912,5.4864,NA,NA,5.4864,NA,"DPHE",5.4864,161.565,-0.108158,0.106662,5,4440.41,5,0,0.108158,0.744795,5.2246363132771,4.30953014046987,9.61011337754783,6.245,0.0295525,1572
"1497","Jessore","Chowgacha","Pativila",NA,NA,23.232,89.035,NA,NA,NA,NA,7.3152,6.7056,6.4008,NA,7.3152,NA,NA,NA,NA,8.2296,NA,"DPHE",7.3152,-1,0,0.0401518,8,3476.51,9,0,0,0,2.53102526236141,0.19224299692394,11.1844213979982,6.32456,0.0303372,1573
"1498","Comilla","Laksam","Laksam","Dombaria",7.5,23.23248,91.15789,7.5,NA,NA,NA,NA,NA,6.53,6.73,7.07,7.55,NA,NA,NA,5.29616,NA,"BADC",6.9,75.9638,0.324473,0.0742319,12,8852.49,14,0.129789,-0.194684,1.94155,3.4683004546366,2.78500113616224,6.08868544005149,9.79796,0.0303242,1574
"1499","Jhenaidah","Moheshpur","Fatepur",NA,NA,23.233,88.793,NA,NA,NA,6.4008,6.4008,6.096,6.4008,6.4008,7.415784,NA,7.0104,NA,NA,5.7912,NA,"DPHE",6.4008,90,-0.108158,0.012334,9,5872.19,9,0,0.108158,0.942067,5.62869765325999,6.36061904112076,9.59440186669229,10.7238,0.0299243,1575
"1500","Jessore","Kotwali","Ichhali","Jagamohanpur",5.4175,23.23517,89.2439,7.95,NA,NA,NA,NA,NA,6.6,7,7.45,7.91,NA,NA,NA,6.0434,NA,"BADC",7.225,270,-0.108158,0.0616847,11,1092.02,9,0,0.108158,0.942067,2.79548430920377,1.1620639597061,6.76118852263607,12.6886,0.0300031,1576
"1501","Jessore","Baghar para","Johorepur",NA,NA,23.236,89.305,NA,NA,NA,NA,7.0104,7.3152,7.62,NA,7.668768,NA,7.3152,NA,NA,6.096,NA,"DPHE",7.3152,-1,0,0.110128,8,90,5,0,0,0,4.79538914253526,0.747981697358459,13.448785278172,0,0.0297641,1577
"1502","Faridpur","Alfadanga","Gopalpur",NA,NA,23.236,89.668,NA,NA,7.0104,NA,6.4008,6.4008,NA,NA,5.4864,NA,NA,NA,NA,NA,5.586984,"DPHE",6.4008,14.0362,0.540788,0.103235,12,276.586,9,0.173052,-0.367736,1.94155,3.4683004546366,2.78500113616224,6.08868544005149,11.8322,0.0298277,1578
"1503","Khagrachhari","Khagrachhari sadar","Merang",NA,NA,23.236,91.99,NA,NA,NA,NA,4.8768,5.4864,NA,NA,4.572,4.8768,3.048,NA,NA,NA,NA,"DPHE",4.8768,64.5367,2.8121,0.0818275,155,7320,19,1.58048,-1.23162,20.9303,5.84650763375642,56.0998041468195,3.75643050837622,123.402,0.0515961,1579
"1504","Comilla","Chauddagram","Chauddagram","Panchmora",8.71,23.23679,91.31171,9.71,NA,NA,NA,NA,NA,8.36,8.07,8,8.14,NA,NA,NA,7.93728,NA,"BADC",8.105,225,-0.43263,0.0409997,12,5418.72,17,-0.189276,0.243354,2.33042,5.0291262790215,8.0250772629889,7.3006250425206,10.198,0.0370778,1580
"1505","Jessore","Jessore sadar","Ichali",NA,NA,23.237,89.198,NA,NA,NA,NA,8.2296,9.7536,9.4488,NA,7.62,NA,NA,NA,NA,7.9248,NA,"DPHE",8.2296,315,0,0.0499425,9,2128.1,9,0,0,0.333097,3.52683119938149,0.974841875969785,9.2486262333507,6.32456,0.0301106,1581
"1506","Chandpur","Chandpur","Rampur",NA,NA,23.237,90.756,NA,NA,NA,9.144,6.4008,6.7056,NA,NA,5.715,NA,4.8768,NA,NA,NA,23.091648,"DPHE",6.5532,135,0,0.104061,10,5610.96,6,0,0,0.333097,4.48234264440893,1.7294905188935,10.2041376783781,11.1803,0.0384218,1582
"1507","Shariatpur","Jazira","Purba Naudoba",NA,NA,23.237,90.397,NA,NA,4.2672,4.572,4.2672,3.9624,3.9624,NA,4.215384,4.2672,4.572,NA,NA,3.9624,NA,"DPHE",4.2672,-1,0,0.0869432,8,3852.4,14,0,0,0,4.54592828290368,0.644002103964119,13.1993244185405,4.12311,0.0315103,1583
"1508","Shariatpur","Shariatpur sadar","Chikandi",NA,NA,23.237,90.33,NA,NA,3.3528,3.9624,3.9624,4.572,3.9624,NA,4.572,4.572,4.572,NA,NA,4.2672,NA,"DPHE",4.2672,45,0,0.107599,7,5622.82,9,0,0,0.333097,1.91739328694739,0.371152315363011,7.6391883209166,7.14143,0.0305814,1584
"1509","Comilla","Choudyagram","Munshirhat",NA,NA,23.239,91.27,NA,NA,8.5344,6.7056,9.144,8.5344,NA,10.0584,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.5344,324.462,-0.108158,0.0449018,13,1583.19,16,-0.108158,0,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,11.1803,0.0344491,1585
"1510","Comilla","Laksam","Laksam (W)",NA,NA,23.239,91.137,NA,NA,8.5344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.5344,225,0,0.078484,10,9731.29,14,0.108158,0.108158,1.9978,3.49550396453083,2.88512065857289,6.06150558677894,9.38083,0.0302197,1586
"1511",NA,NA,NA,"JE018",NA,23.24,89.17,6.76,5.71,6.815,6.62,5.93,6.4,6.815,NA,NA,NA,6.28,6.855,NA,6.25,NA,"BWDB",6.51,270,0.108158,0.0482801,12,3931.37,9,0,-0.108158,2.35405,3.65251928655222,3.53730589984228,5.90465504234503,11.1803,0.0301375,1588
"1512",NA,NA,NA,"CM038",NA,23.24,91.1,5.79,5.04,6.09,5.69,4.54,5.79,6.69,6.39,6.09,5.89,6.74,6.085,5.09,2.54,3.94,"BWDB",5.79,296.565,0.108158,0.0694174,13,8966.44,14,0,-0.108158,1.05324,2.89687822657021,1.32572762859029,6.65981939105287,10.7238,0.030014,1589
"1513",NA,NA,NA,"JES17",NA,23.24,89.45,NA,4.895,5.38,NA,NA,NA,NA,NA,5.27,NA,NA,NA,5.93,5.67,NA,"BWDB",5.38,18.4349,0.43263,0.120603,9,2663.08,9,0.319065,-0.113565,2.23338,3.60203871883734,3.31300325553665,5.9550769031371,8.48528,0.0292987,1590
"1514","Madaripur","Madaripur sadar","Ghatmajhi",NA,NA,23.24,90.14,NA,6.096,5.7912,NA,4.572,4.572,NA,4.572,4.367784,4.2672,4.2672,NA,NA,4.8768,NA,"DPHE",4.572,98.1301,-0.216315,0.0932532,9,540,9,-0.216315,0,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,9.21954,0.0268745,1591
"1515","Shariatpur","Bhedarganj","Narayanpur",NA,NA,23.24,90.51,NA,3.9624,3.9624,3.9624,4.2672,4.2672,NA,NA,NA,4.572,NA,NA,NA,4.572,NA,"DPHE",4.2672,243.435,-0.108158,0.097222,8,3640.27,8,0,0.108158,1.05324,12.4946555041352,420.156738640861,16.2575966686178,10.247,0.0371924,1592
"1516","Jessore","Baghar para","Basuari",NA,NA,23.241,89.398,NA,NA,NA,NA,NA,7.3152,7.62,NA,6.528816,NA,7.0104,NA,NA,6.096,NA,"DPHE",7.0104,161.565,-0.108158,0.11888,8,30,5,0,0.108158,0.744795,3.27872616422179,1.34082191134736,7.66420322849252,7.54983,0.029403,1593
"1517","Chandpur","Shahrasti","Mahar N",NA,NA,23.241,90.931,NA,6.4008,NA,NA,7.62,8.8392,NA,NA,4.498848,5.4864,4.8768,NA,NA,6.4008,NA,"DPHE",6.4008,355.601,0,0.0990472,12,3159.13,14,0.0378551,0.0378551,3.0681,3.9083196989527,4.92887320938291,5.64926272421375,14.4222,0.0317511,1594
"1518","Chandpur","Shahrasti","Uttar Meher","Sahapur",5.6,23.24141,90.95864,9.68,NA,NA,NA,NA,NA,3.58,6.6,7.75,6.48,NA,NA,NA,4.7943,NA,"BADC",6.54,180,0.108158,0.0936329,11,4256.72,14,0,-0.108158,0.942067,2.79548430920377,1.1620639597061,6.76118852263607,8.30662,0.0314195,1595
"1519","Noakhali","Sonaimuri","Nobipur",NA,NA,23.242,92.164,NA,5.4864,7.0104,NA,6.7056,6.7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",6.7056,-1,0,0.131957,46,60,24,0,0,0,3.70968025870306,0.389924518702529,12.3630763943398,36.9459,0.0527975,1596
"1520","Feni","Fulgazi","G. M. Hat",NA,NA,23.244,91.419,NA,NA,4.572,NA,3.9624,5.4864,NA,5.7912,NA,6.7056,6.7056,NA,NA,6.7056,NA,"DPHE",5.7912,156.801,-0.324473,0,13,16232.1,17,-0.108158,0.216315,1.79322,4.77910528017772,5.80084797603578,7.55041004132581,13.8564,0.0492293,1597
"1521","Madaripur","Rajoir","Paikpara",NA,NA,23.244,90.084,NA,NA,5.1816,NA,5.4864,5.4864,NA,NA,5.4864,NA,5.4864,NA,NA,4.8768,NA,"DPHE",5.4864,-1,0,0.0754148,6,416.773,9,0,0,0,2.24334318990963,0.161766014681109,10.8967393255464,9.21954,0.0277298,1598
"1522","Comilla","Laksam","Mudafarganj",NA,NA,23.245,91.061,NA,NA,8.2296,8.8392,8.5344,9.144,NA,NA,5.4864,5.4864,5.7912,NA,NA,17.9832,NA,"DPHE",8.382,329.036,0,0.0534039,11,5313.98,14,0.0270394,0.0270394,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,12.6886,0.0300777,1600
"1523","Gopalganj","Muksudpur","Dignagar",NA,NA,23.245,90,NA,5.4864,5.1816,NA,5.4864,6.4008,NA,NA,5.1816,NA,NA,NA,NA,5.7912,6.03504,"DPHE",5.4864,26.5651,0,0.072595,8,7286.6,9,0,0,2.10577,3.5457386541843,3.07953857504538,6.01131810903464,9.21954,0.0274381,1601
"1524","Gopalganj","Kotalipara","Sadullapur",NA,NA,23.246,89.883,NA,3.048,3.048,NA,3.048,3.048,NA,3.048,2.944368,3.048,3.048,NA,NA,NA,NA,"DPHE",3.048,135,0,0.0514956,5,4471.51,9,0,0,0.333097,3.30368764806728,0.852684108221664,9.02548268203649,3.31662,0.0272253,1602
"1525","Jessore","Jessore sadar","Fatepur",NA,NA,23.247,89.245,NA,NA,NA,NA,8.2296,9.7536,9.4488,NA,7.9248,NA,NA,NA,NA,8.5344,NA,"DPHE",8.5344,225,0,0.0640951,8,60,9,0,0,0.333097,2.61054046750734,0.562561713094408,8.33233550147654,7.54983,0.0300321,1603
"1526","Chandpur","Shahrasti","Tamta","Uaruk",5.63,23.24857,90.9139,10.06,NA,NA,NA,NA,NA,3.426,3.15,3.25,3.22,NA,NA,NA,5.64356,NA,"BADC",3.338,71.565,-0.108158,0.100523,9,3009.58,14,0,0.108158,0.744795,8.61866520546064,33.0243846490064,13.0041422697314,7.54983,0.0316652,1604
"1527","Shariatpur","Naria","Bijari",NA,NA,23.249,90.443,NA,NA,4.2672,4.2672,3.9624,4.2672,3.9624,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.2672,341.565,0.108158,0.0758216,12,7530,14,0.173052,0.0648945,1.48934,3.2177431680943,2.01143625704105,6.3390759276073,12.6886,0.0348691,1605
"1528","Chandpur","Hajiganj","Powrashaba",NA,NA,23.25,90.85,NA,NA,4.8768,9.144,10.0584,9.7536,NA,NA,7.62,NA,6.7056,NA,NA,NA,NA,"DPHE",8.382,243.435,-0.43263,0.0996612,11,400.25,16,-0.216315,0.216315,1.05324,5.60492842767242,6.73145679458294,9.36786959215508,11.1803,0.0331601,1606
"1529","Jessore","Chowgacha","Pashapol",NA,NA,23.25,88.993,NA,NA,NA,NA,8.8392,7.62,7.0104,NA,7.443216,NA,NA,NA,NA,8.2296,NA,"DPHE",7.62,-1,0,0.0528736,10,573.149,9,0,0,0,1.83787808180147,0.126833077615914,10.4912742174382,8.30662,0.0303349,1607
"1530","Chandpur","Chandpur","Moishadi",NA,NA,23.25,90.681,NA,NA,NA,7.0104,6.4008,6.7056,NA,NA,5.891784,NA,5.4864,NA,NA,NA,NA,"DPHE",6.4008,74.7449,0.43263,0.0919772,11,2648.85,6,0.319065,-0.113565,2.68358,3.77869285839148,4.16638625599768,5.77865689430193,10.7238,0.0433322,1608
"1531","Madaripur","Madaripur sadar","Jhaudi",NA,NA,23.25,90.216,NA,5.4864,5.1816,NA,4.572,4.572,NA,4.2672,4.163568,3.9624,4.2672,NA,NA,4.572,NA,"DPHE",4.572,45,0.216315,0.0892521,7,1387.16,8,0.0811181,-0.135197,0.999202,3.94748724363993,2.40788480009213,7.80642259000303,10.3923,0.0296224,1609
"1532",NA,NA,NA,"CM009",NA,23.25,91.16,3.87,4.12,4.595,4.12,4.045,3.39,4.77,3.97,3.695,3.72,2.19,4.365,NA,1.47,NA,"BWDB",3.97,341.565,-0.108158,0.0654542,9,9390,14,0,0.108158,0.744795,5.76363281400979,5.9549736770111,10.1491098782805,13.2288,0.0308857,1610
"1533","Narail","Narail sadar","Bichali",NA,NA,23.251,89.5,NA,7.0104,NA,NA,7.9248,6.096,NA,NA,NA,NA,NA,NA,NA,5.4864,NA,"DPHE",6.5532,153.435,-0.108158,0.117185,10,5900.93,5,0.0166396,0.124797,3.15688,4.62916252630812,7.7437804048779,6.31477226199012,9.38083,0.03,1611
"1534","Gopalganj","Kashiani","Nizamkandi",NA,NA,23.254,89.78,NA,6.096,6.096,NA,5.4864,5.7912,5.7912,5.7912,6.144768,5.7912,6.096,NA,NA,5.7912,NA,"DPHE",5.7912,341.565,-0.108158,0.0969625,7,3372.97,9,0.0648945,0.173052,2.23338,3.60203871883734,3.31300325553665,5.9550769031371,7.48331,0.029372,1612
"1535","Madaripur","Rajoir","Kobirajpur",NA,NA,23.255,90.037,NA,5.4864,4.8768,NA,5.1816,5.1816,NA,NA,4.2672,NA,4.572,NA,NA,3.9624,NA,"DPHE",4.8768,78.6901,-0.108158,0.070415,6,3371.36,9,0,0.108158,1.20084,3.71049703213838,2.34994318607498,7.23253173423813,5.2915,0.0278715,1613
"1536","Chandpur","Hajiganj","Hajiganj",NA,NA,23.256,90.791,NA,NA,5.1816,8.8392,9.4488,9.4488,NA,NA,7.62,NA,6.7056,NA,NA,NA,NA,"DPHE",8.2296,225,0.324473,0.110368,13,5162.18,6,0.216315,-0.108158,0.666172,2.48787881486252,0.779119646652767,7.06874335469094,10.247,0.0369972,1614
"1537","Jessore","Jessore sadar","Deara",NA,NA,23.256,89.145,NA,NA,NA,NA,8.2296,9.144,9.7536,NA,8.2296,NA,NA,NA,NA,8.2296,NA,"DPHE",8.2296,210.964,0.43263,0.0618545,14,6090.3,9,0.243354,-0.189276,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,14.9666,0.0301997,1615
"1538","Jhenaidah","Moheshpur","Banshbaria",NA,NA,23.256,88.882,NA,NA,NA,6.4008,5.7912,5.7912,5.7912,6.096,6.7056,NA,6.7056,NA,NA,6.096,NA,"DPHE",6.096,270,-0.108158,0.0407743,10,2541.69,9,0,0.108158,0.942067,5.09806940219782,4.62625995000789,9.06377361563012,12,0.0301278,1616
"1539","Gopalganj","Muksudpur","Kashalia",NA,NA,23.256,89.94,NA,6.4008,6.096,NA,5.7912,7.0104,NA,NA,5.077968,NA,NA,NA,NA,5.1816,NA,"DPHE",5.9436,-1,0,0.0861752,5,3799.71,9,0,0,0,2.75416881367562,0.219784234227418,11.4075649493124,4.89898,0.0269106,1617
"1540","Khagrachhari","Dighinala","Boalkhali",NA,NA,23.256,92.085,NA,NA,NA,NA,5.1816,5.1816,NA,NA,5.382768,5.4864,5.1816,NA,NA,4.8768,NA,"DPHE",5.1816,126.87,-0.216315,0.122534,53,1324.42,23,0,0.216315,4.70019,5.01831396564452,12.811210271973,5.92688644342048,36.3318,0.0510265,1618
"1541","Shariatpur","Naria","Chamta",NA,NA,23.256,90.384,NA,NA,4.572,4.8768,4.8768,4.8768,4.2672,NA,3.81,3.9624,3.9624,NA,NA,3.9624,NA,"DPHE",4.2672,180,-0.216315,0.0736859,10,5337.3,14,0,0.216315,1.88363,4.13264312514325,4.06631387524597,6.81061344434884,9.79796,0.0323826,1619
"1542","Comilla","Laksam","Belghar","Teli Para",7.32,23.2585,91.1835,8.32,NA,NA,NA,NA,NA,6.55,6.79,6.91,7.51,NA,NA,NA,5.52326,NA,"BADC",6.85,135,-0.216315,0.0465135,11,6917.59,14,-0.108158,0.108158,3.32727,4.68027269849335,8.27391218146631,6.26377791798495,11.1803,0.0312119,1621
"1543","Comilla","Choudyagram","Shuvopur",NA,NA,23.26,91.246,NA,NA,8.5344,7.0104,8.8392,7.9248,NA,9.4488,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.5344,180,0.324473,0.0417017,11,948.683,16,0.216315,-0.108158,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,6.63325,0.0336336,1622
"1544",NA,NA,NA,"JE014",NA,23.26,89.28,6.435,5.725,6.545,6.11,5.465,6.635,7.145,6.62,6.07,6.59,6.76,6.205,6.225,6.665,NA,"BWDB",6.49,127.875,-0.108158,0.0951979,11,2563.2,5,-0.151421,-0.043263,2.68358,5.57045232761953,12.208161901246,7.57041636352998,12.6886,0.02991,1623
"1545","Gopalganj","Muksudpur","Jalirpar",NA,NA,23.26,89.838,NA,6.4008,6.096,NA,5.4864,6.4008,NA,NA,4.6482,NA,NA,NA,NA,4.572,NA,"DPHE",5.7912,-1,0,0.0645858,6,1082.08,9,0,0,0,1.83787808180147,0.126833077615914,10.4912742174382,6.7082,0.0285149,1624
"1546",NA,NA,NA,"FA035",NA,23.26,90.25,5.09,5.365,5.665,5.04,4.865,4.965,5.365,5.09,4.94,4.84,4.965,4.89,4.215,4.115,4.14,"BWDB",4.965,-1,0,0.0879163,7,5037.59,8,0,0,0,3.9173196234813,0.44165842865246,12.5707157591181,5.65685,0.0297519,1625
"1547","Madaripur","Madaripur sadar","Kalikapur",NA,NA,23.26,90.14,NA,3.9624,4.2672,NA,3.9624,4.572,NA,4.572,4.163568,3.9624,4.2672,NA,NA,4.8768,NA,"DPHE",4.2672,-1,0,0.0922322,8,1100.23,8,0,0,0,1.83787808180147,0.126833077615914,10.4912742174382,8.48528,0.0284182,1626
"1548",NA,NA,NA,"JE024",NA,23.26,89.59,NA,3.84,4.14,4.44,3.69,4.15,4.84,4.84,3.84,3.5,4.99,4.63,4.75,4.16,NA,"BWDB",4.16,243.435,-0.216315,0.083665,7,1113.64,5,-0.108158,0.108158,1.05324,8.35646374071437,35.0828627621136,12.119404905197,8.48528,0.030016,1627
"1549","Comilla","Barura","Poyalgacha (S)",NA,NA,23.261,91.017,NA,NA,NA,NA,12.192,NA,9.144,NA,NA,NA,NA,NA,NA,5.4864,NA,"DPHE",9.144,348.69,0.648945,0.0662079,16,1035.76,14,0.351512,-0.297433,1.20084,3.01734985157843,1.5503843119464,6.53938455367818,13.2288,0.0297847,1628
"1550","Chandpur","Chandpur","Tarpurchandi",NA,NA,23.262,90.625,NA,NA,NA,5.1816,4.8768,NA,NA,NA,3.6576,NA,3.048,NA,NA,NA,NA,"DPHE",4.2672,-1,0,0.08443,0,3028.66,12,0,0,0,2.39749386973689,0.177441565315497,11.0508900053737,9,0.0443467,1630
"1551","Jhenaidah","Moheshpur","Safdalpur",NA,NA,23.263,88.823,NA,6.7056,NA,7.0104,6.096,6.4008,6.4008,6.096,6.096,6.096,6.096,NA,NA,6.096,NA,"DPHE",6.096,288.435,0.43263,0.012334,12,2334.99,9,0.319065,-0.113565,2.23338,3.60203871883734,3.31300325553665,5.9550769031371,8.30662,0.03,1631
"1552","Shariatpur","Shariatpur sadar","Binodebpur",NA,NA,23.263,90.323,NA,NA,3.6576,3.6576,3.6576,5.1816,4.572,NA,4.367784,4.2672,4.2672,NA,NA,4.2672,NA,"DPHE",4.2672,225,0,0.100783,8,7227.57,9,0,0,0.333097,4.31528855974576,1.56454401385683,10.037083593715,11.4891,0.0312641,1632
"1553","Jessore","Chaugachha","Patibila","Rustampur",7.6424,23.26307,89.04173,6,NA,NA,NA,NA,NA,5.45,5.9,5.45,5.7,NA,NA,NA,5.75977,NA,"BADC",5.729885,158.199,-0.216315,0.0538852,14,2541.52,9,-0.108158,0.108158,2.53517,4.41696812317481,5.88121411966174,6.52659424784297,14.2478,0.0303653,1633
"1554","Chandpur","Hajiganj","Dakshin Rajargaon","Sanna",4.35,23.26379,90.77811,7.05,NA,NA,NA,NA,NA,3.87,3.21,2.93,3.23,NA,NA,NA,5.70905,NA,"BADC",3.55,-1,0,0.110226,8,5797.77,6,0,0,0,2.53102526236141,0.19224299692394,11.1844213979982,7.54983,0.0367434,1634
"1555","Jessore","Bagher Para","Roypur","Amarpur",4.204,23.26419,89.28855,6.95,NA,NA,NA,NA,NA,6.13,6.55,6.88,7.33,NA,NA,NA,6.74041,NA,"BADC",6.810205,-1,0,0.105837,9,3181.27,5,0,0,0,6.44054513757144,2.00715205031601,15.0939412732082,10.7238,0.0299541,1635
