"","DISTRICT","UPAZILLA","UNION","MOUZA","RL","LATITUDE","LONGITUDE","GWL04","GWL05","GWL06","GWL07","GWL08","GWL09","GWL10","GWL11","GWL12","GWL13","GWL14","GWL15","GWL16","GWL17","GWL18","Type","Median","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","lithology","Plan_curvature","Profile_curvature","Slope","SPI","STI","TWI","TRI","SoilSy","FID"
"79","Bandarban","Thanchi","Thanchi",NA,NA,21.904,92.433,NA,NA,14.6304,14.6304,14.6304,13.4112,NA,13.1064,NA,6.096,NA,NA,NA,6.096,NA,"DPHE",13.4112,226.123,0.216315,0.0738332,147,1408.72,18,0.299492,0.083177,16.5181,6.28641239786927,63.3041962770013,4.68504948108826,132.102,0.0468635,85
"80","Cox's Bazar","Moheshkhali","Uttar Durang",NA,NA,21.906,91.868,NA,NA,3.048,3.048,3.048,3.048,NA,3.048,NA,NA,NA,NA,NA,NA,NA,"DPHE",3.048,0,0.216315,0.00294791,8,6400.06,2,0.216315,0,0.942067,2.79548430920377,1.1620639597061,6.76118852263607,7.48331,0.0470452,86
"81","Barguna","Taltali","Bara Bagi",NA,NA,21.907,90.08,NA,1.8288,1.8288,1.8288,1.2192,1.2192,1.2192,1.2192,1.267968,1.8288,2.1336,3.3528,3.3528,NA,NA,"DPHE",1.8288,254.745,0.43263,0.0400176,9,3266.83,10,0.17846,-0.25417,2.68358,3.77869285839148,4.16638625599768,5.77865689430193,8,0.0303153,87
"82","Barguna","Amtali","Bara Bagi",NA,NA,21.907,90.08,NA,1.8288,NA,1.8288,1.2192,1.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.524,254.745,0.43263,0.0400176,9,3266.83,10,0.17846,-0.25417,2.68358,3.77869285839148,4.16638625599768,5.77865689430193,8,0.0303153,88
"83","Chittagong","Banshkhali","Puinchari",NA,NA,21.911,91.989,NA,3.3528,4.8768,NA,4.8768,5.4864,NA,NA,5.230368,5.4864,5.1816,NA,NA,5.1816,NA,"DPHE",5.1816,-1,0,0.0400539,11,8270.65,2,0,0,0,2.39749386973689,0.177441565315497,11.0508900053737,14.2478,0.0475965,89
"84","Patuakhali","Kalapara","Mithagonj",NA,NA,21.933,90.221,NA,0.6096,NA,NA,1.2192,1.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.2192,270,0.216315,0.045231,7,7953.62,10,0,0,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,6.7082,0.0314184,90
"85","Chittagong","Lohagara","Putivila",NA,NA,21.934,92.122,NA,NA,NA,6.4008,6.096,1.2192,NA,NA,NA,NA,NA,NA,NA,4.572,NA,"DPHE",5.334,14.0362,0,0.0463453,27,1741.03,19,0,0,1.94155,3.4683004546366,2.78500113616224,6.08868544005149,16.5831,0.0474712,91
"86","Chittagong","Banshkhali","Shekerkhil",NA,NA,21.94,91.946,NA,3.048,4.8768,NA,4.8768,5.1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.8768,120.964,-0.43263,0.0030021,4,8074.91,15,-0.189276,0.243354,1.37315,4.75122906729278,4.78671620746966,8.02442971046866,4.47214,0.0474718,92
"87","Patuakhali","Kalapara","Nilgonj",NA,NA,21.947,90.177,NA,0.9144,NA,NA,1.2192,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",0.9144,78.6901,0.540788,0.0514246,10,3805.39,10,0.216315,-0.324473,1.20084,3.01734985157843,1.5503843119464,6.53938455367818,9.21954,0.0316427,93
"88","Chittagong","Lohagara","Chunati",NA,NA,21.952,92.084,NA,NA,NA,4.2672,3.9624,NA,NA,NA,NA,NA,NA,NA,NA,5.1816,NA,"DPHE",4.2672,233.13,-0.757103,0.0530423,29,2790.16,19,-0.515828,0.241274,2.35405,5.73196082823206,12.3176145746336,7.98409658402487,38.6135,0.0475047,94
"89","Patuakhali","Kalapara","Lalua",NA,NA,21.955,90.284,NA,1.2192,NA,NA,1.2192,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.2192,315,-0.216315,0.0478087,6,5595.3,10,-0.0540788,0.162236,1.33216,4.21217217658866,3.39625104053326,7.54182325785193,8.66025,0.0316364,95
"90","Chittagong","Banshkhali","Chambal",NA,NA,21.956,91.98,NA,3.3528,4.8768,NA,4.8768,4.8768,NA,NA,5.891784,6.096,7.0104,NA,NA,7.0104,NA,"DPHE",5.384292,0,-0.108158,0.0365949,13,11196.8,2,0,0.108158,0.942067,11.896121416088,273.302697726941,15.8618256295203,25.2982,0.0475655,96
"91","Chittagong","Banshkhali","Gendamara",NA,NA,21.966,91.903,NA,3.9624,7.62,NA,7.0104,7.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",7.0104,315,0,0.000952693,5,10584,15,0,0,0.333097,4.55645061656265,1.80812726726588,10.2782456505319,5.74456,0.047299,97
"92","Bandarban","Lama","Sarai",NA,NA,21.969,92.24,NA,9.144,7.9248,7.9248,8.5344,8.2296,NA,NA,4.468368,NA,6.096,NA,NA,6.096,NA,"DPHE",7.9248,248.199,-0.648945,0.048149,128,11547.4,25,-0.594866,0.0540788,7.56618,6.18327314751604,35.6040954281364,6.15187067745886,78.8987,0.0470161,98
"93","Patuakhali","Golachipa","Rangabali",NA,NA,21.975,90.496,NA,NA,NA,1.2192,1.8288,1.8288,NA,2.1336,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.8288,-1,0,0.0672566,0,692.604,13,0,0,0,4.4218756342337,0.597808461364256,13.0752717698705,0,0.0330616,99
"94","Chittagong","Lohagara","Khalujan",NA,NA,21.977,92.142,NA,NA,NA,7.3152,7.0104,7.9248,NA,NA,NA,NA,NA,NA,NA,7.62,NA,"DPHE",7.4676,276.34,0,0.0566145,22,3145.43,17,0,0,2.1319,3.55752702289308,3.12702377255177,5.99954152267631,16.9706,0.0472076,100
"95","Chittagong","Lohagara","Putibila","Dakshin Putibila",1546.6054,21.97899,92.11303,8.72,NA,NA,NA,NA,NA,6.84,7.1,7.55,7.8,NA,NA,NA,6.3654,NA,"BADC",7.325,188.13,-0.43263,0.0660067,16,591.693,17,-0.216315,0.216315,1.66504,4.93209546540493,6.05439068595545,7.84365932274043,12,0.0473427,101
"96","Chittagong","Lohagara","Adunagar",NA,NA,21.979,92.07,NA,NA,NA,6.4008,7.0104,7.9248,NA,NA,NA,NA,NA,NA,NA,5.1816,NA,"DPHE",6.7056,270,0,0.0673701,17,2893.87,19,0,0,1.88363,5.04893385701741,7.0463612331924,7.726904176223,22.9783,0.0474502,102
"97","Bandarban","Ruma","Ghalangya",NA,NA,21.98,92.35,NA,NA,15.8496,15.24,NA,15.8496,15.24,NA,14.6304,6.096,NA,NA,NA,4.572,NA,"DPHE",15.24,336.801,0.108158,0.0876919,140,2385.33,24,0.0332792,-0.0748783,3.58293,4.7524022134359,9.08400736342382,6.19183331284686,78.7083,0.0466539,103
"98","Chittagong","Banskkhali","Shilkop",NA,NA,21.981,91.957,NA,3.9624,4.572,NA,4.572,5.4864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.572,-1,0,0.0390227,6,12045.8,2,0,0,0,1.55019600934969,0.106725768032964,10.2035921449865,10.3923,0.0475336,104
"99","Patuakhali","Kalapara","Tiakhali",NA,NA,21.981,90.265,NA,0.9144,NA,NA,0.9144,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",0.9144,324.462,0.43263,0.044317,8,7590,1,0.243354,-0.189276,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,8.66025,0.0315122,105
"100","Patuakhali","Golachipa","Boro Baisdia",NA,NA,21.991,90.382,NA,NA,NA,1.2192,1.8288,1.8288,NA,2.4384,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.8288,23.1986,0.108158,0.0872501,6,4470,1,0.108158,0,1.79322,3.39281091905783,2.52496573656656,6.16411568020592,8.66025,0.0323209,106
"101","Patuakhali","Kalapara","Chakamaiya",NA,NA,21.995,90.221,NA,1.2192,NA,NA,0.9144,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",0.9144,4.39871,0,0.0706761,0,10470.2,10,0,0,3.0681,5.70007916818075,14.4423676619612,7.44102219344181,10,0.031293,107
"102","Barguna","Taltali","Karaibaria",NA,NA,21.996,90.16,NA,1.8288,1.8288,2.1336,2.4384,2.1336,2.1336,2.1336,2.3622,2.7432,2.7432,3.3528,3.3528,NA,NA,"DPHE",2.2479,243.435,-0.108158,0.0513275,6,6564.79,10,0,0.108158,1.05324,4.84278837562553,4.26101566890594,8.60572954010818,8,0.0304307,108
"103","Barguna","Amtali","Karaibaria",NA,NA,21.996,90.16,NA,1.8288,NA,2.1336,2.4384,2.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",2.1336,243.435,-0.108158,0.0513275,6,6564.79,10,0,0.108158,1.05324,4.84278837562553,4.26101566890594,8.60572954010818,8,0.0304307,109
"104","Chittagong","Lohagara","Barahatia","Barahatia",1404.202,21.99732,92.0606,6.83,NA,NA,NA,NA,NA,6.3,6.45,6.55,6.7,NA,NA,NA,6.91249,NA,"BADC",6.625,161.565,-0.324473,0.0765305,15,3064.26,19,-0.216315,0.108158,0.744795,5.07048563344984,3.92881743763025,9.45596269772057,15.1987,0.0474446,110
"105","Chittagong","Lohagara","Barahatia","Barahatia",1404.202,21.99732,92.0606,7.76,NA,NA,NA,NA,NA,6.3,6.45,6.55,6.7,NA,NA,NA,6.5197,NA,"BADC",6.53485,161.565,-0.324473,0.0765305,15,3064.26,19,-0.216315,0.108158,0.744795,5.07048563344984,3.92881743763025,9.45596269772057,15.1987,0.0474446,111
"106","Chittagong","Lohagara","Barahatia","Barahatia",1404.202,21.99732,92.0606,4.25,NA,NA,NA,NA,NA,6.3,6.45,6.55,6.7,NA,NA,NA,6.66027,NA,"BADC",6.5,161.565,-0.324473,0.0765305,15,3064.26,19,-0.216315,0.108158,0.744795,5.07048563344984,3.92881743763025,9.45596269772057,15.1987,0.0474446,112
"107","Chittagong","Lohagara","Barahatia","Barahatia",1404.202,21.99732,92.0606,5.06,NA,NA,NA,NA,NA,6.3,6.45,6.55,6.7,NA,NA,NA,6.70571,NA,"BADC",6.5,161.565,-0.324473,0.0765305,15,3064.26,19,-0.216315,0.108158,0.744795,5.07048563344984,3.92881743763025,9.45596269772057,15.1987,0.0474446,113
"108","Chittagong","Lohagara","Lohagara",NA,NA,21.998,92.106,NA,NA,NA,7.3152,7.3152,6.7056,NA,NA,NA,NA,NA,NA,NA,8.5344,5.7912,"DPHE",7.3152,135,0,0.0754503,14,836.78,17,0,0,0.333097,3.30368764806728,0.852684108221664,9.02548268203649,12.8452,0.0472647,115
"109","Chittagong","Banshkhali","Saral",NA,NA,22,91.905,NA,NA,5.1816,NA,6.7056,6.4008,NA,NA,NA,7.0104,NA,NA,NA,NA,NA,"DPHE",6.5532,153.435,0.216315,0.0157088,7,5666.71,15,0.108158,-0.108158,1.05324,2.89687822657021,1.32572762859029,6.65981939105287,5.74456,0.0473116,116
"110","Chittagong","Lohagara","Lohagara","Lohagara",1116.4055,22.00557,92.0892,6.7,NA,NA,NA,NA,NA,7.08,7.48,8.51,8.93,NA,NA,NA,6.76454,NA,"BADC",7.28,225,0,0.0784207,13,0,17,0,0,0.666172,8.98616096433896,38.4507666577319,13.5670255041674,9.32738,0.0473289,117
"111","Chittagong","Lohagara","Baroshatia",NA,NA,22.011,92.048,NA,NA,NA,NA,4.2672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.2672,273.366,0.108158,0.0801716,19,2848.1,19,0,-0.108158,4.00453,4.86111891885199,10.4562100987805,6.08345070205374,16.4924,0.0473814,118
"112","Barguna","Patharghata","Patharghata",NA,NA,22.012,89.955,NA,NA,NA,NA,3.048,3.048,NA,NA,2.944368,NA,NA,NA,NA,2.1336,2.4384,"DPHE",2.944368,-1,0,0.0596987,7,3240,1,0,0,0,2.6488082980178,0.206320338492878,11.3022044336546,5.65685,0.0301509,119
"113","Chittagong","Lohagara","Charamba",NA,NA,22.016,92.171,NA,NA,NA,5.1816,5.1816,4.8768,NA,NA,NA,NA,NA,NA,NA,5.4864,NA,"DPHE",5.1816,-1,0,0.0713622,29,5172.28,17,0,0,0,2.06102163311568,0.14500351786312,10.7144177687525,19.5959,0.0469482,120
"114","Chittagong","Lohagara","Amirabad","Sukchhari",1263.408,22.01789,92.10493,5.06,NA,NA,NA,NA,NA,6.4,6.68,6.9,7.1,NA,NA,NA,6.94834,NA,"BADC",6.79,246.801,-0.324473,0.0814971,16,1444.99,17,-0.151421,0.173052,1.79322,5.59003549639405,9.43628381853016,8.36134025754214,13.6015,0.0471607,121
"115","Patuakhali","Golachipa","Choto Baisdia",NA,NA,22.021,90.439,NA,NA,NA,1.2192,2.1336,1.8288,NA,2.1336,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.9812,135,0,0.0877473,6,4739.72,13,0.0811181,0.0811181,2.33042,3.64283191790161,3.49311776589495,5.91433068140071,6.245,0.0326384,122
"116","Barguna","Amtali","Pachakoralia",NA,NA,22.022,90.116,NA,1.8288,NA,2.1336,2.4384,2.4384,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",2.286,33.6901,-0.108158,0.0774843,7,2365.63,10,-0.0332792,0.0748783,1.69799,3.34116550051426,2.36117192263948,6.21572538902561,6.7082,0.0302879,123
"117","Barguna","Taltali","Pachakoralia",NA,NA,22.022,90.116,NA,1.8288,NA,2.1336,2.4384,2.4384,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",2.286,33.6901,-0.108158,0.0774843,7,2365.63,10,-0.0332792,0.0748783,1.69799,3.34116550051426,2.36117192263948,6.21572538902561,6.7082,0.0302879,124
"118","Chittagong","Lohagara","Amirabad",NA,NA,22.023,92.111,NA,NA,NA,6.4008,6.7056,7.62,NA,NA,NA,NA,NA,NA,NA,8.5344,NA,"DPHE",7.1628,329.036,-0.108158,0.0822663,17,624.26,17,-0.0332792,0.0748783,2.74472,4.89906690294152,8.28493264202763,6.8555424075352,13.6015,0.0471607,125
"119","Bhola","Charfession","Char Manika",NA,NA,22.023,90.664,NA,0.6096,NA,NA,0.6096,0.9144,NA,NA,NA,NA,NA,NA,NA,2.7432,NA,"DPHE",0.762,345.964,0.108158,0.046356,7,4809.83,13,0.173052,0.0648945,1.94155,3.4683004546366,2.78500113616224,6.08868544005149,6.9282,0.0339369,126
"120","Barguna","Barguna","Naltona",NA,NA,22.024,90.033,NA,NA,NA,NA,2.7432,3.048,NA,NA,NA,NA,NA,NA,NA,NA,5.91312,"DPHE",3.048,-1,0,0.0696394,5,4399.78,10,0,0,0,6.09349079161969,1.62984386089997,14.7468869272565,8.66025,0.0302204,127
"121","Patuakhali","Kalapara","Dhankhali",NA,NA,22.024,90.31,NA,1.8288,NA,NA,1.2192,0.9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.2192,18.4349,0.540788,0.0670041,7,3049.54,10,0.43263,-0.108158,0.744795,2.58557898366184,0.884612559480236,6.97105604793257,6.245,0.0317604,128
"122","Chittagong","Banshkhali","Boilchari",NA,NA,22.026,91.96,NA,6.4008,6.096,NA,NA,7.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",6.4008,191.31,0.108158,0.0902155,27,10055.1,2,-0.0781733,-0.186331,8.34752,4.89532357703202,17.5670113641109,4.66852185615644,38.833,0.0475285,129
"123","Chittagong","Sitakundu","pourosova",NA,NA,22.026,92.014,NA,NA,NA,6.096,6.096,NA,NA,NA,6.096,6.4008,6.4008,NA,NA,3.048,NA,"DPHE",6.096,355.601,-1.18973,0.0855367,42,4603.31,23,-0.86526,0.324473,6.11871,8.01965507956239,92.7930200169589,8.40881947806618,53.1037,0.0474882,130
"124",NA,NA,NA,"CT025",NA,22.03,91.93,3,5.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWDB",4.0825,52.125,-0.43263,0.0802954,5,10804.8,2,-0.135197,0.297433,2.68358,5.16498721951137,9.57184207709358,7.16495125542182,7.48331,0.0474319,131
"125","Chittagong","Satkania","Satkania",NA,NA,22.039,92.074,NA,NA,NA,6.4008,6.7056,NA,NA,NA,5.7912,6.096,6.7056,NA,NA,6.4008,NA,"DPHE",6.4008,341.565,-0.108158,0.0891455,13,456.946,17,0,0.108158,0.744795,2.58557898366184,0.884612559480236,6.97105604793257,12.9615,0.0472253,132
"126","Bandarban","Bandarban sadar","Tongkabati",NA,NA,22.04,92.248,NA,NA,14.6304,14.000683,13.430655,12.430607,9.7536,NA,NA,11.8872,NA,NA,NA,NA,NA,"DPHE",12.930631,222.589,0.43263,0.0973917,116,9720.19,23,-0.0754032,-0.508033,28.9335,6.90688744404666,125.896005783343,4.12709160818226,128.066,0.0465716,133
"127","Chittagong","Banshkhali","Kataria",NA,NA,22.043,91.915,NA,6.096,6.096,NA,7.0104,6.7056,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",6.4008,71.565,0.540788,0.0751552,7,9055.23,2,0.343559,-0.197228,2.97667,3.87897744792773,4.74493930411924,5.67854692005463,7.48331,0.0474319,134
"128","Chittagong","Lohagara","Padua",NA,NA,22.044,92.134,NA,NA,NA,6.096,6.096,5.4864,NA,NA,NA,NA,NA,NA,NA,3.9624,NA,"DPHE",5.7912,203.199,-0.324473,0.0860517,18,2596,17,-0.108158,0.216315,1.79322,4.77910528017772,5.80084797603578,7.55041004132581,12.6491,0.0469762,135
"129","Chittagong","Satkania","Satkania","Baradona",2950.34,22.04505,92.08041,3.77,NA,NA,NA,NA,NA,6.45,6.55,6.7,6.91,NA,NA,NA,7.17343,NA,"BADC",6.625,90,0,0.0906803,14,729.932,17,0,0,1.88363,3.43949594458331,2.68276666303632,6.1174662637889,13.7477,0.0472253,136
"130","Chittagong","Satkania","Madarshah",NA,NA,22.046,92.007,NA,NA,NA,6.4008,6.7056,NA,NA,NA,5.7912,6.096,6.7056,NA,NA,5.4864,NA,"DPHE",6.2484,335.095,0.43263,0.100427,55,4809.83,23,0.0704847,-0.362145,14.2417,5.4385350022456,34.6473181721412,4.13922338566742,53.6656,0.0474853,137
"131","Bandarban","Ruma","Ruma",NA,NA,22.06,92.411,NA,NA,23.4696,21.336,21.336,23.1648,19.812,NA,22.2504,6.096,NA,NA,NA,6.4008,NA,"DPHE",21.336,-1,0,0.098299,50,1317.27,18,0,0,0,11.2148551436514,35.209038689408,19.8682512792882,80.7775,0.0461127,138
"132","Barguna","Patharghata","Charduani",NA,NA,22.061,89.929,NA,NA,NA,NA,2.4384,2.4384,NA,NA,2.5908,NA,NA,NA,NA,NA,NA,"DPHE",2.4384,-1,0,0.0801688,6,4356.62,1,0,0,0,2.84947899347995,0.232719163438931,11.5028751291167,5.2915,0.0300695,139
"133","Chittagong","Satkania","Porchim Domsha",NA,NA,22.062,92.047,NA,NA,NA,6.096,6.4008,NA,NA,NA,6.096,6.096,6.096,NA,NA,5.7912,NA,"DPHE",6.096,45,0.108158,0.099598,14,644.127,17,0.086526,-0.0216315,1.9978,3.49550396453083,2.88512065857289,6.06150558677894,12,0.0472055,140
"134","Chittagong","Satkania","Chandaha",NA,NA,22.065,92.121,NA,NA,NA,5.4864,5.7912,NA,NA,NA,4.572,4.572,4.572,NA,NA,NA,NA,"DPHE",4.572,8.1301,0,0.100065,18,1934.24,17,0.10275,0.10275,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,13.6015,0.046845,141
"135","Barguna","Barguna","M.Baliatali",NA,NA,22.067,90.09,NA,NA,NA,NA,2.7432,3.048,3.048,3.3528,NA,NA,NA,NA,NA,NA,NA,"DPHE",3.048,315,0.216315,0.0802066,10,1806.24,10,0.0811181,-0.135197,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,9.16515,0.0302827,142
"136","Chittagong","Satkania","Sonakania","Sonakania",2960.4077,22.06763,92.03616,7.62,NA,NA,NA,NA,NA,6.3,6.45,6.6,6.79,NA,NA,NA,6.89578,NA,"BADC",6.695,180,-0.108158,0.106546,8,1905.18,17,0,0.108158,0.942067,10.0574114019065,90.6815533321041,14.0231156153388,10.247,0.047186,143
"137","Chittagong","Satkania","Sonakania","Sonakania",2960.4077,22.06763,92.03616,13,NA,NA,NA,NA,NA,6.3,6.45,6.6,6.79,NA,NA,NA,6.44106,NA,"BADC",6.525,180,-0.108158,0.106546,8,1905.18,17,0,0.108158,0.942067,10.0574114019065,90.6815533321041,14.0231156153388,10.247,0.047186,144
"138","Chittagong","Banshkhali","Baherchara",NA,NA,22.068,91.894,NA,3.048,3.048,NA,6.4008,7.0104,NA,NA,5.282184,NA,NA,NA,NA,NA,NA,"DPHE",5.282184,81.8699,0.324473,0.0643427,7,6155.92,2,0.139969,-0.184504,3.32727,3.98712551793341,5.4587462882425,5.570630737425,6.9282,0.0471979,145
"139","Bhola","Charfession","Char Kalmi",NA,NA,22.069,90.623,NA,1.2192,NA,NA,0.9144,0.9144,NA,NA,NA,NA,NA,NA,NA,3.048,NA,"DPHE",1.0668,161.565,0.108158,0.0734738,6,1643.44,1,0.086526,-0.0216315,1.48934,3.2177431680943,2.01143625704105,6.3390759276073,6.245,0.0338373,146
"140",NA,NA,NA,"CT034",NA,22.07,92.07,2.22,2.17,2.45,2.36,2.48,2.415,2.455,2.49,2.46,2.4,NA,2.325,NA,NA,NA,"BWDB",2.415,11.3099,-0.108158,0.102137,11,234.307,17,0,0.108158,1.20084,4.11596214024654,2.99717511459866,7.63799684234629,9.79796,0.0469785,147
"141","Chittagong","Satkania","Auchia",NA,NA,22.074,92.01,NA,NA,NA,6.096,5.7912,NA,NA,NA,NA,5.4864,5.7912,NA,NA,6.7056,NA,"DPHE",5.7912,168.69,-0.108158,0.120042,25,4084.96,25,0,0.108158,2.40062,4.36448889675605,5.49411293716312,6.57900324275702,19.1833,0.0472817,148
"142","Chittagong","Satkania","Paschim Dhemsa","Paschim Dhemsa",2948.5087,22.07553,92.05415,5.03,NA,NA,NA,NA,NA,6.43,6.58,6.75,6.89,NA,NA,NA,6.74574,NA,"BADC",6.66287,-1,0,0.10367,10,390,17,0,0,0,3.58707793661073,0.362270722795136,12.2404740722475,8.30662,0.0470792,149
"143","Barguna","Amtali","Amtali",NA,NA,22.077,90.262,NA,2.1336,NA,2.1336,3.048,3.048,NA,NA,NA,NA,3.048,NA,NA,NA,3.44424,"DPHE",3.048,215.538,0.43263,0.0883001,9,6901.63,10,0.243354,-0.189276,2.02533,3.50855368513123,2.93441562544222,6.04846767888717,9.21954,0.0313668,150
"144","Barguna","Amtali","Arpangasia",NA,NA,22.077,90.174,NA,1.8288,NA,2.1336,2.4384,2.4384,NA,NA,NA,NA,3.048,NA,NA,NA,NA,"DPHE",2.4384,0,0.108158,0.0731665,8,3764.85,10,0,-0.108158,0.942067,2.79548430920377,1.1620639597061,6.76118852263607,8,0.0304363,151
"145","Chittagong","Satkania","Sadaha","Khordda Keochia",2922.4022,22.07819,92.11755,9.02,NA,NA,NA,NA,NA,6.6,6.78,6.94,7.12,NA,NA,NA,6.72031,NA,"BADC",6.86,135,0,0.111943,14,2551.24,17,0,0,0.333097,3.52683119938149,0.974841875969785,9.2486262333507,10.9545,0.0467836,152
"146","Chittagong","Satkania","Sadaha","Khordda Keochia",2922.4022,22.07819,92.11755,3.18,NA,NA,NA,NA,NA,6.6,6.78,6.94,7.12,NA,NA,NA,6.88552,NA,"BADC",6.83276,135,0,0.111943,14,2551.24,17,0,0,0.333097,3.52683119938149,0.974841875969785,9.2486262333507,10.9545,0.0467836,153
"147","Chittagong","Satkania","Sadaha","Khordda Keochia",2922.4022,22.07819,92.11755,4.11,NA,NA,NA,NA,NA,6.6,6.78,6.94,7.12,NA,NA,NA,6.80745,NA,"BADC",6.793725,135,0,0.111943,14,2551.24,17,0,0,0.333097,3.52683119938149,0.974841875969785,9.2486262333507,10.9545,0.0467836,154
"148","Chittagong","Satkania","Dhemsha",NA,NA,22.079,92.078,NA,NA,NA,6.4008,6.7056,NA,NA,NA,5.4864,5.7912,6.096,NA,NA,6.096,NA,"DPHE",6.096,180,-0.216315,0.107466,9,904.489,17,0,0.216315,1.41294,5.11436518468441,6.0639868540308,8.3342501346717,4.58258,0.0469785,155
"149",NA,NA,NA,"PT008",NA,22.08,89.94,1.9,1.765,1.85,1.85,1.605,1.71,1.78,NA,1.67,1.63,NA,1.695,1.615,1.365,1.5,"BWDB",1.695,-1,0,0.0953728,6,5490,10,0,0,0,2.6488082980178,0.206320338492878,11.3022044336546,9.21954,0.0300436,156
"150","Barguna","Patharghata","Kalmegha",NA,NA,22.083,90,NA,NA,NA,NA,2.1336,2.1336,NA,NA,1.9812,NA,NA,NA,NA,NA,NA,"DPHE",2.1336,-1,0,0.0865046,6,2418.31,10,0,0,0,3.09064105029683,0.268951120136236,11.7440371859336,5.2915,0.0301109,157
"151","Patuakhali","Golachipa","Char Kazal",NA,NA,22.088,90.515,NA,NA,NA,1.2192,1.8288,1.8288,NA,2.1336,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.8288,-1,0,0.1131,5,2054.29,1,0,0,0,2.39749386973689,0.177441565315497,11.0508900053737,7.48331,0.033119,158
"152","Chittagong","Satkania","Eochia","Eochia",2948.6675,22.08904,92.02519,5.51,NA,NA,NA,NA,NA,5.34,5.66,5.75,5.91,NA,NA,NA,6.77105,NA,"BADC",5.705,90,0.108158,0.126295,8,2040.88,17,0,-0.108158,0.942067,4.18177867032366,2.66972191783148,8.14748288375596,9.21954,0.0471673,159
"153","Bandarban","Ruma","Peindu Dong",NA,NA,22.09,92.369,NA,NA,14.9352,14.3256,14.3256,14.6304,14.3256,NA,13.716,6.096,NA,NA,NA,4.8768,NA,"DPHE",14.3256,23.1986,-0.43263,0.103325,101,831.925,18,0,0.43263,3.58293,11.4863991662846,516.416497989905,12.9258302656955,120.2,0.0458814,160
"154",NA,NA,NA,"CT011",NA,22.09,92,6.715,6.44,6.74,6.94,6.915,7.04,5.64,8.815,6.99,7.99,7.99,8.19,NA,NA,5.04,"BWDB",6.94,150.255,-0.216315,0.138816,23,3312.66,25,-0.173052,0.043263,3.79239,5.21334349964482,12.4484846228685,6.54198368713906,37.6962,0.0472744,161
"155","Chittagong","Banshkhali","Kalipur",NA,NA,22.09,91.975,NA,6.096,5.7912,NA,6.4008,6.7056,NA,NA,6.501384,6.7056,7.3152,NA,NA,7.3152,NA,"DPHE",6.603492,164.055,0.108158,0.133862,35,4711.91,23,-0.139271,-0.247429,6.82648,4.69440768074095,13.592124447714,4.86704301567388,40.4104,0.0473669,162
"156","Chittagong","Banshkhali","Khan Khanabad",NA,NA,22.094,91.876,NA,2.4384,2.4384,NA,5.4864,6.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",3.9624,18.4349,-0.324473,0.0690315,4,3054.85,15,0,0.324473,0.744795,7.60285882047677,17.9530925384706,11.9883358847475,5.74456,0.0469744,163
"157","Chittagong","Satkania","Khanchara",NA,NA,22.095,92.005,NA,NA,NA,5.4864,5.7912,NA,NA,NA,4.8768,5.1816,5.4864,NA,NA,5.1816,NA,"DPHE",5.334,345.964,-0.108158,0.140519,10,2563.38,19,-0.129789,-0.0216315,1.94155,5.26005992386466,8.16048793279278,7.88044490927954,10.247,0.0472744,164
"158","Patuakhali","Golachipa","Panpatti",NA,NA,22.095,90.454,NA,NA,NA,1.2192,1.8288,1.8288,NA,2.1336,NA,NA,NA,NA,NA,NA,NA,"DPHE",1.8288,-1,0,0.116257,0,3827.44,10,0,0,0,2.75416881367562,0.219784234227418,11.4075649493124,12,0.0325783,165
